"matterID","FirstHearingDate"
979,12/6/2019 0:00:00
980,13/6/2019 0:00:00
981,9/6/2019 0:00:00
982,10/6/2019 0:00:00
983,18/6/2019 0:00:00
984,9/2/2012 0:00:00
985,9/6/2019 0:00:00
986,24/12/2018 0:00:00
987,19/12/2016 0:00:00
988,14/1/2017 0:00:00
989,19/12/2016 0:00:00
990,18/6/2019 0:00:00
991,17/9/2012 0:00:00
992,29/12/2014 0:00:00
993,12/2/2015 0:00:00
994,11/2/2015 0:00:00
995,4/2/2015 0:00:00
996,21/7/2015 0:00:00
997,19/11/2012 0:00:00
998,22/5/2014 0:00:00
999,31/12/2014 0:00:00
1000,20/1/2015 0:00:00
1001,12/12/2017 0:00:00
1002,19/6/2016 0:00:00
1003,23/5/2012 0:00:00
1004,23/2/2010 0:00:00
1005,28/12/2016 0:00:00
1006,29/4/2015 0:00:00
1007,20/9/2012 0:00:00
1008,22/5/2010 0:00:00
1009,19/6/2019 0:00:00
1010,17/6/2019 0:00:00
1011,18/6/2019 0:00:00
1012,17/6/2019 0:00:00
1013,15/6/2019 0:00:00
1014,8/10/2012 0:00:00
1015,17/6/2019 0:00:00
1016,5/5/2011 0:00:00
1017,16/6/2019 0:00:00
1018,18/6/2019 0:00:00
1019,15/11/2017 0:00:00
1020,18/6/2019 0:00:00
1021,27/1/2019 0:00:00
1022,17/2/2011 0:00:00
1023,27/12/2010 0:00:00
1024,25/12/2013 0:00:00
1025,16/6/2019 0:00:00
1026,17/6/2019 0:00:00
1027,18/6/2019 0:00:00
1028,19/6/2019 0:00:00
1029,13/6/2019 0:00:00
1030,15/6/2019 0:00:00
1031,9/8/2016 0:00:00
1032,9/8/2016 0:00:00
1033,16/6/2019 0:00:00
1034,13/6/2019 0:00:00
1035,18/6/2019 0:00:00
1036,1/10/2012 0:00:00
1037,2/9/2012 0:00:00
1038,19/6/2019 0:00:00
1039,23/11/2017 0:00:00
1040,24/10/2017 0:00:00
1041,16/6/2019 0:00:00
1042,14/1/2019 0:00:00
1043,14/1/2019 0:00:00
1044,10/9/2011 0:00:00
1045,17/6/2019 0:00:00
1046,18/6/2019 0:00:00
1047,6/1/2016 0:00:00
1048,13/6/2019 0:00:00
1049,17/6/2019 0:00:00
1050,11/12/2017 0:00:00
1051,14/1/2018 0:00:00
1052,21/9/2014 0:00:00
1054,14/9/2009 0:00:00
1055,28/11/2016 0:00:00
1056,26/10/2016 0:00:00
1057,8/4/2017 0:00:00
1059,18/6/2019 0:00:00
1060,12/5/2011 0:00:00
1061,7/9/2011 0:00:00
1062,30/4/2015 0:00:00
1063,29/9/2018 0:00:00
1064,3/12/2011 0:00:00
1065,28/6/2018 0:00:00
1066,27/11/2013 0:00:00
1067,27/3/2014 0:00:00
1068,2/7/2017 0:00:00
1069,23/6/2009 0:00:00
1070,20/2/2013 0:00:00
1072,20/7/2020 0:00:00
1073,25/11/2014 0:00:00
1074,1/11/2015 0:00:00
1075,26/4/2018 0:00:00
1076,20/6/2018 0:00:00
1077,18/11/2013 0:00:00
1078,20/2/2013 0:00:00
1079,29/1/2019 0:00:00
1080,13/7/2015 0:00:00
1081,14/1/2018 0:00:00
1082,19/5/2011 0:00:00
1083,17/2/2010 0:00:00
1084,9/6/2010 0:00:00
1085,11/2/2018 0:00:00
1086,5/6/2018 0:00:00
1087,2/7/2017 0:00:00
1088,26/11/2016 0:00:00
1089,22/5/2011 0:00:00
1090,14/11/2013 0:00:00
1091,2/9/2014 0:00:00
1092,5/12/2019 0:00:00
1093,16/2/2020 0:00:00
1094,3/2/2014 0:00:00
1095,4/6/2017 0:00:00
1096,19/11/2013 0:00:00
1097,14/5/2012 0:00:00
1098,5/2/2011 0:00:00
1099,5/7/2015 0:00:00
1100,26/10/2019 0:00:00
1101,29/6/2019 0:00:00
1102,9/1/2020 0:00:00
1103,14/6/2011 0:00:00
1104,8/11/2017 0:00:00
1105,4/5/2019 0:00:00
1106,14/4/2012 0:00:00
1107,3/4/2011 0:00:00
1108,11/3/2014 0:00:00
1109,20/1/2020 0:00:00
1110,20/9/2020 0:00:00
1111,5/5/2019 0:00:00
1112,20/6/2011 0:00:00
1113,30/1/2014 0:00:00
1114,28/5/2019 0:00:00
1115,8/12/2013 0:00:00
1116,5/2/2020 0:00:00
1117,13/2/2020 0:00:00
1118,26/2/2020 0:00:00
1119,29/10/2019 0:00:00
1120,2/7/2019 0:00:00
1121,11/4/2019 0:00:00
1122,20/2/2012 0:00:00
1123,31/10/2018 0:00:00
1124,12/3/2017 0:00:00
1125,27/6/2015 0:00:00
1126,30/6/2016 0:00:00
1127,29/7/2019 0:00:00
1131,12/7/2020 0:00:00
1132,
1139,31/12/2018 0:00:00
1140,15/1/2019 0:00:00
1142,21/1/2021 0:00:00
1145,
1146,28/8/2017 0:00:00
1148,22/5/2018 0:00:00
1152,30/10/2014 0:00:00
1153,20/11/2016 0:00:00
1154,27/1/2015 0:00:00
1155,27/8/2015 0:00:00
1156,12/2/2018 0:00:00
1157,25/12/2019 0:00:00
1158,1/12/2019 0:00:00
1159,29/9/2011 0:00:00
1160,30/12/2012 0:00:00
1161,25/5/2011 0:00:00
1166,10/2/2020 0:00:00
1167,
1168,21/2/2018 0:00:00
1171,6/12/2017 0:00:00
1174,19/5/2014 0:00:00
1175,
1176,25/9/2017 0:00:00
1177,
1178,7/3/2019 0:00:00
1179,16/1/2020 0:00:00
1181,
1186,
1188,10/5/2017 0:00:00
1189,24/6/2019 0:00:00
1190,
1191,
1193,22/3/2017 0:00:00
1194,5/3/2019 0:00:00
1198,2/4/2019 0:00:00
1205,17/2/2020 0:00:00
1206,18/2/2018 0:00:00
1208,5/3/2019 0:00:00
1209,22/12/2015 0:00:00
1210,1/7/2020 0:00:00
1211,24/6/2019 0:00:00
1212,14/11/2019 0:00:00
1213,17/8/2014 0:00:00
1215,
1217,3/12/2020 0:00:00
1218,9/8/2011 0:00:00
1219,8/3/2016 0:00:00
1220,11/9/2014 0:00:00
1222,18/11/2020 0:00:00
1223,
1224,23/9/2019 0:00:00
1225,
1226,14/6/2020 0:00:00
1227,27/1/2020 0:00:00
1228,8/7/2020 0:00:00
1229,
1230,12/1/2021 0:00:00
1231,22/8/2016 0:00:00
1232,20/11/2017 0:00:00
1234,
1235,7/2/2021 0:00:00
1241,
1246,15/6/2016 0:00:00
1249,15/8/2018 0:00:00
1250,28/10/2018 0:00:00
1251,17/12/2018 0:00:00
1252,22/12/2019 0:00:00
1256,24/12/2020 0:00:00
1257,21/12/2020 0:00:00
1258,24/12/2020 0:00:00
1259,21/12/2020 0:00:00
1260,21/12/2020 0:00:00
1261,28/12/2020 0:00:00
1262,24/12/2020 0:00:00
1263,24/12/2020 0:00:00
1264,28/12/2020 0:00:00
1265,1/2/2021 0:00:00
1267,
1268,15/4/2019 0:00:00
1269,28/12/2020 0:00:00
1270,28/12/2020 0:00:00
1271,31/12/2020 0:00:00
1272,31/12/2020 0:00:00
1273,
1274,17/12/2018 0:00:00
1275,13/12/2020 0:00:00
1276,14/1/2021 0:00:00
1277,11/1/2021 0:00:00
1278,14/1/2021 0:00:00
1279,29/12/2020 0:00:00
1280,5/1/2021 0:00:00
1281,15/3/2020 0:00:00
1282,9/12/2019 0:00:00
1286,9/1/2021 0:00:00
1287,25/1/2021 0:00:00
1289,4/2/2021 0:00:00
1290,25/1/2021 0:00:00
1291,13/2/2021 0:00:00
1293,4/1/2021 0:00:00
1294,4/3/2021 0:00:00
1295,
1296,
1297,
1298,
1299,
1300,
1301,
1302,24/1/2021 0:00:00
1306,31/1/2021 0:00:00
